شناسه_مشترک,جنسیت,سن,ماه_تولد,سابقه_سیم‌کارت_ماه,نسل_اینترنت_همراه,بسته_رومینگ_بین‌الملل,فضای_ابری_اپراتور,بسته_اینترنت_شبانه,سرویس_تماس_VoLTE,سوپراپ_شبکه اجتماعی,سوپراپ_خدمات_مالی,نوع_سیم‌کارت,استفاده_اپلیکیشن_اپراتور,هزینه_ماهیانه_تومان,هزینه_کل_تومان,ریزش
191,مرد,35,شهریور,43,4G,بله,خیر,خیر,بله,خیر,بله,دائمی,بله,10785000,476002500,خیر
192,مرد,50,دی,6,5G,خیر,بله,بله,خیر,خیر,بله,اعتباری,بله,13650000,79650000,بله
193,زن,43,خرداد,69,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,2962500,206310000,خیر
194,زن,25,بهمن,72,5G,بله,بله,بله,خیر,بله,بله,دائمی,خیر,16455000,1219395000,خیر
195,مرد,42,اسفند,59,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,2895000,178905000,خیر
196,زن,45,شهریور,20,5G,بله,بله,خیر,بله,بله,خیر,اعتباری,بله,14482500,285247500,خیر
197,مرد,29,مهر,24,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,بله,3615000,88110000,خیر
198,مرد,42,مرداد,59,5G,خیر,بله,بله,بله,بله,بله,اعتباری,بله,16702500,977962500,خیر
199,مرد,41,مهر,72,5G,خیر,بله,بله,بله,بله,بله,دائمی,بله,16837500,1206247500,خیر
200,مرد,26,آبان,1,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,3112500,3112500,خیر
201,زن,44,دی,27,5G,بله,خیر,خیر,بله,بله,بله,دائمی,بله,15285000,402172500,خیر
202,زن,47,آبان,14,5G,خیر,بله,خیر,بله,خیر,خیر,اعتباری,بله,12007500,166845000,خیر
203,مرد,53,تیر,71,5G,بله,خیر,بله,خیر,بله,بله,دائمی,خیر,15832500,1110825000,خیر
204,مرد,53,فروردین,13,5G,خیر,خیر,خیر,خیر,بله,خیر,اعتباری,بله,11745000,155092500,خیر
205,مرد,23,خرداد,44,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,خیر,10327500,443842500,خیر
206,زن,29,بهمن,33,5G,خیر,بله,خیر,بله,خیر,خیر,دائمی,بله,11992500,402727500,خیر
207,مرد,46,شهریور,72,3G,بله,بله,بله,بله,خیر,بله,دائمی,بله,8317500,626880000,خیر
208,مرد,46,اردیبهشت,1,5G,خیر,خیر,خیر,خیر,خیر,بله,اعتباری,خیر,11985000,11985000,بله
209,زن,46,اردیبهشت,19,5G,بله,خیر,بله,بله,بله,بله,اعتباری,بله,15990000,290167500,بله
210,مرد,75,بهمن,64,5G,خیر,بله,بله,بله,بله,بله,دائمی,بله,15367500,998115000,خیر
211,مرد,47,فروردین,2,4G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,6900000,12675000,بله
212,زن,54,تیر,1,4G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,خیر,3787500,3787500,خیر
213,مرد,51,مهر,61,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,2962500,168630000,خیر
214,زن,48,آبان,29,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3000000,81007500,خیر
215,مرد,36,تیر,23,5G,خیر,خیر,خیر,خیر,خیر,بله,اعتباری,خیر,13020000,296377500,خیر
216,زن,49,مهر,57,3G,بله,بله,بله,خیر,بله,بله,اعتباری,بله,8812500,515617500,خیر
217,مرد,31,مرداد,72,4G,بله,بله,بله,بله,خیر,خیر,دائمی,خیر,6787500,470970000,خیر
218,مرد,37,بهمن,66,4G,بله,بله,بله,بله,بله,خیر,دائمی,بله,8490000,568380000,خیر
219,مرد,34,آذر,65,4G,خیر,بله,بله,بله,بله,بله,دائمی,بله,12630000,798675000,خیر
220,زن,41,مهر,8,5G,خیر,خیر,خیر,خیر,بله,خیر,اعتباری,بله,12000000,93690000,خیر
221,زن,68,شهریور,4,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,10522500,40252500,بله
222,زن,18,فروردین,71,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3712500,275535000,خیر
223,مرد,48,فروردین,1,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,بله,3030000,3030000,خیر
224,مرد,21,شهریور,4,4G,خیر,خیر,خیر,بله,خیر,خیر,اعتباری,خیر,7507500,26902500,بله
225,زن,34,اردیبهشت,12,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,بله,2902500,32902500,خیر
226,مرد,53,تیر,24,4G,بله,خیر,خیر,خیر,بله,بله,دائمی,بله,7590000,193312500,خیر
227,زن,41,خرداد,31,4G,بله,خیر,بله,بله,بله,بله,دائمی,بله,12172500,381862500,خیر
228,زن,27,تیر,1,3G,خیر,خیر,خیر,خیر,بله,خیر,اعتباری,خیر,8280000,8280000,بله
229,مرد,31,اردیبهشت,30,5G,خیر,خیر,خیر,بله,خیر,بله,اعتباری,بله,13485000,408472500,خیر
230,زن,48,فروردین,47,3G,بله,بله,خیر,بله,بله,بله,دائمی,بله,12795000,616087500,خیر
231,مرد,31,مهر,54,5G,بله,بله,خیر,بله,بله,بله,دائمی,بله,16200000,864097500,خیر
232,مرد,43,شهریور,50,5G,بله,بله,خیر,بله,خیر,بله,اعتباری,بله,14025000,712125000,خیر
233,مرد,41,خرداد,1,5G,بله,خیر,خیر,خیر,خیر,بله,اعتباری,بله,12690000,12690000,بله
234,زن,32,فروردین,72,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3037500,235035000,خیر
235,زن,66,فروردین,29,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,3772500,105300000,خیر
236,مرد,48,دی,2,4G,خیر,بله,خیر,خیر,خیر,خیر,اعتباری,بله,8160000,17115000,بله
237,زن,18,اردیبهشت,10,4G,خیر,خیر,خیر,بله,خیر,خیر,دائمی,بله,4440000,44857500,خیر
238,مرد,42,شهریور,18,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,10972500,195892500,خیر
239,زن,32,خرداد,11,5G,خیر,بله,خیر,خیر,بله,بله,اعتباری,بله,14250000,168045000,بله
240,مرد,50,تیر,16,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,2962500,42652500,خیر
241,زن,30,مهر,72,3G,خیر,بله,بله,بله,بله,بله,دائمی,خیر,12990000,952575000,خیر
242,مرد,39,اسفند,72,5G,خیر,بله,بله,بله,بله,بله,دائمی,خیر,16380000,1181745000,خیر
243,زن,46,اردیبهشت,41,4G,بله,خیر,خیر,بله,بله,بله,دائمی,بله,11205000,478147500,خیر
244,زن,50,مرداد,65,5G,بله,بله,بله,خیر,خیر,بله,اعتباری,خیر,14160000,918922500,خیر
245,زن,26,تیر,13,4G,خیر,بله,بله,خیر,خیر,خیر,اعتباری,بله,8220000,109695000,خیر
246,مرد,36,بهمن,4,5G,بله,خیر,خیر,خیر,خیر,خیر,اعتباری,خیر,11302500,41010000,خیر
247,مرد,34,اردیبهشت,41,4G,خیر,خیر,بله,خیر,خیر,بله,دائمی,خیر,9750000,379770000,خیر
248,مرد,32,مرداد,15,5G,خیر,بله,خیر,خیر,خیر,خیر,اعتباری,بله,11160000,161145000,بله
249,مرد,61,مرداد,1,4G,بله,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,7282500,7282500,بله
250,مرد,45,دی,42,5G,بله,بله,بله,خیر,خیر,بله,دائمی,بله,14850000,644767500,خیر
251,زن,25,شهریور,51,5G,بله,بله,بله,خیر,بله,خیر,دائمی,بله,14025000,692932500,خیر
252,زن,51,مهر,2,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,خیر,10560000,22072500,بله
253,مرد,65,تیر,1,4G,خیر,بله,خیر,خیر,بله,خیر,اعتباری,خیر,6030000,6030000,بله
254,مرد,52,مرداد,32,3G,خیر,بله,بله,بله,بله,بله,دائمی,خیر,12555000,394995000,خیر
255,مرد,22,تیر,10,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,بله,2977500,28957500,خیر
256,زن,34,آبان,67,4G,خیر,بله,بله,بله,بله,بله,دائمی,بله,8932500,615585000,خیر
257,زن,55,آبان,61,5G,بله,بله,بله,بله,بله,بله,دائمی,خیر,17265000,1051222500,خیر
258,مرد,32,خرداد,50,5G,بله,بله,بله,بله,بله,بله,دائمی,خیر,17152500,868665000,خیر
259,زن,45,مرداد,2,4G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,6690000,12082500,بله
260,زن,49,اسفند,29,3G,بله,خیر,بله,خیر,خیر,بله,اعتباری,بله,6750000,184297500,خیر
261,مرد,29,بهمن,3,4G,خیر,خیر,بله,خیر,خیر,بله,اعتباری,بله,6172500,19830000,بله
262,مرد,39,فروردین,13,5G,خیر,بله,بله,خیر,بله,بله,اعتباری,بله,16035000,204645000,بله
263,مرد,18,خرداد,57,5G,خیر,بله,خیر,خیر,خیر,بله,اعتباری,بله,13477500,738802500,خیر
264,زن,28,فروردین,31,4G,بله,بله,خیر,بله,خیر,بله,دائمی,بله,7477500,228015000,خیر
265,زن,37,مهر,45,5G,بله,بله,بله,بله,بله,بله,دائمی,خیر,16995000,754837500,خیر
266,زن,25,آذر,61,3G,بله,بله,بله,بله,بله,بله,دائمی,خیر,13215000,829012500,خیر
267,مرد,60,اردیبهشت,50,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3735000,179287500,خیر
268,زن,23,شهریور,19,5G,بله,بله,خیر,بله,بله,بله,اعتباری,بله,15750000,301087500,خیر
269,مرد,35,مهر,59,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,2902500,164940000,بله
270,زن,42,مرداد,71,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,بله,3637500,259942500,خیر
271,زن,57,مهر,16,5G,خیر,خیر,خیر,بله,بله,بله,اعتباری,بله,14167500,226680000,بله
272,مرد,23,شهریور,57,3G,بله,بله,خیر,بله,خیر,خیر,دائمی,بله,8962500,517522500,خیر
273,مرد,54,فروردین,1,4G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,خیر,3720000,3720000,بله
274,مرد,40,آذر,20,5G,خیر,بله,خیر,بله,بله,بله,اعتباری,خیر,16057500,325807500,خیر
275,مرد,28,اسفند,1,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,خیر,10590000,10590000,بله
276,مرد,46,آذر,5,5G,خیر,بله,خیر,بله,خیر,خیر,اعتباری,بله,12810000,60165000,بله
277,زن,42,شهریور,52,5G,خیر,بله,بله,خیر,بله,بله,اعتباری,بله,15757500,843727500,بله
278,مرد,33,دی,21,4G,بله,بله,خیر,خیر,خیر,بله,اعتباری,بله,9742500,200970000,خیر
279,مرد,41,تیر,14,4G,خیر,خیر,بله,بله,بله,بله,اعتباری,بله,8250000,115792500,خیر
280,زن,35,خرداد,5,4G,خیر,بله,خیر,خیر,خیر,خیر,اعتباری,خیر,7582500,36712500,خیر
281,زن,41,آذر,6,3G,بله,بله,خیر,خیر,خیر,خیر,اعتباری,خیر,8272500,48435000,خیر
282,زن,48,آبان,10,4G,خیر,بله,خیر,خیر,خیر,خیر,اعتباری,خیر,7680000,74737500,خیر
283,زن,59,اردیبهشت,1,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,3810000,3810000,خیر
284,زن,25,مرداد,68,4G,بله,خیر,خیر,خیر,خیر,خیر,اعتباری,خیر,8167500,553162500,خیر
285,مرد,66,مهر,18,5G,خیر,خیر,بله,خیر,بله,بله,اعتباری,خیر,14272500,266992500,بله
286,زن,18,فروردین,22,5G,خیر,خیر,خیر,خیر,خیر,خیر,دائمی,بله,11400000,267540000,خیر
287,زن,38,آبان,20,4G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,6652500,139072500,خیر
288,مرد,47,تیر,1,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,خیر,10500000,10500000,بله
289,مرد,43,بهمن,8,5G,خیر,بله,خیر,خیر,خیر,خیر,اعتباری,بله,11175000,90982500,بله
290,مرد,33,دی,10,3G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,6727500,65310000,بله
291,مرد,38,اردیبهشت,24,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,11415000,256905000,بله
292,مرد,34,خرداد,35,4G,بله,بله,بله,خیر,خیر,خیر,دائمی,خیر,9180000,303180000,خیر
293,مرد,33,آبان,23,5G,خیر,بله,بله,بله,خیر,خیر,دائمی,خیر,13020000,291120000,خیر
294,زن,50,آبان,6,5G,خیر,خیر,خیر,خیر,بله,بله,اعتباری,بله,13402500,85170000,خیر
295,زن,44,مهر,12,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,2955000,33052500,خیر
296,مرد,32,مرداد,1,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,3037500,3037500,خیر
297,زن,51,تیر,71,5G,خیر,خیر,بله,خیر,خیر,خیر,دائمی,خیر,11407500,815467500,خیر
298,مرد,44,تیر,35,5G,خیر,خیر,بله,خیر,بله,بله,اعتباری,بله,15120000,515625000,خیر
299,مرد,50,بهمن,40,3G,خیر,خیر,بله,خیر,بله,بله,اعتباری,بله,11182500,452362500,خیر
300,زن,48,تیر,1,5G,بله,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,11040000,11040000,بله
301,مرد,30,مرداد,23,4G,خیر,خیر,خیر,خیر,بله,بله,دائمی,بله,9735000,226470000,خیر
302,زن,33,آبان,4,5G,خیر,خیر,خیر,خیر,بله,بله,اعتباری,بله,14317500,59415000,بله
303,مرد,49,آبان,4,5G,خیر,خیر,بله,بله,خیر,بله,اعتباری,بله,13560000,53497500,خیر
304,زن,47,بهمن,68,4G,خیر,بله,بله,بله,بله,بله,دائمی,خیر,9045000,616350000,خیر
305,مرد,40,مرداد,38,5G,خیر,بله,خیر,خیر,خیر,خیر,اعتباری,بله,12277500,471255000,خیر
306,مرد,41,اردیبهشت,52,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3720000,184365000,خیر
307,مرد,55,اردیبهشت,32,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,11235000,345502500,بله
308,مرد,33,آذر,29,4G,خیر,خیر,بله,بله,بله,بله,دائمی,خیر,11332500,308160000,خیر
309,مرد,47,آبان,38,5G,خیر,بله,خیر,خیر,بله,بله,اعتباری,خیر,15172500,561277500,خیر
310,مرد,38,بهمن,48,3G,بله,خیر,بله,خیر,بله,بله,دائمی,بله,11812500,552367500,خیر
311,زن,37,اسفند,1,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,بله,2887500,2887500,خیر
312,زن,53,آذر,22,5G,بله,خیر,خیر,بله,خیر,بله,اعتباری,بله,13357500,282937500,خیر
313,زن,50,آذر,43,5G,بله,بله,بله,بله,بله,بله,دائمی,خیر,17257500,734265000,خیر
